title,aliases,year,month,category,ep,tid,replies,views,post_time,votes1,votes2,votes3,votes4,votes5,message,score,standard_deviation
天降之物f,,2010,10,TV,12,682539,13,28558,2011-5-21 16:22,16,68,30,7,4,,68.0000,0.8818
滑头鬼之孙,,2010,7,TV,26,682538,7,24797,2011-5-21 16:22,0,10,20,4,10,,-31.8182,1.0611
圣诞之吻SS,,2010,7,TV,26,682537,14,29197,2011-5-21 16:22,47,83,25,5,1,,105.5901,0.7901
传说中勇者的传说,,2010,7,TV,24,682536,5,27144,2011-5-21 16:21,11,40,41,6,5,,44.6602,0.9319
喵丸侦探基鲁敏,,2009,10,TV,50,682535,4,25351,2011-5-21 16:21,3,2,3,2,0,,60.0000,1.1136
玩伴猫耳娘,,2010,7,TV,12,640529,12,25285,2011-1-6 01:36,1,18,36,9,0,,17.1875,0.6744
强袭魔女2,,2010,7,TV,12,640528,16,27958,2011-1-6 01:36,43,40,14,3,3,,113.5922,0.9558
战国BASARA 2,,2010,7,TV,12,640527,6,23999,2011-1-6 01:36,1,20,13,5,1,,37.5000,0.8273
超元气三姐妹,,2010,7,TV,13,640526,8,25698,2011-1-6 01:36,36,35,6,6,6,,100.0000,1.1612
学园默示录,,2010,7,TV,12,640525,29,32522,2011-1-6 01:35,29,74,84,27,20,,27.7778,1.0918
世纪末超自然学院,,2010,7,TV,13,640523,23,36375,2011-1-6 01:34,22,86,45,7,3,,71.7791,0.8178
鹡鸰女神 第二季,,2010,7,TV,13,640522,4,24474,2011-1-6 01:34,2,7,18,5,4,,-5.5556,0.9985
妄想学生会,,2010,7,TV,13,640521,34,41287,2011-1-6 01:34,243,86,18,5,4,,157.0225,0.7519
祝福的钟声,,2010,7,TV,12,640520,8,23915,2011-1-6 01:34,0,6,8,11,8,,-63.6364,1.0392
大神与七位伙伴们,,2010,7,TV,12,640519,13,26792,2011-1-6 01:33,7,25,54,22,3,,9.9099,0.8798
黑执事Ⅱ,,2010,7,TV,12,640518,4,25279,2011-1-6 01:33,3,4,10,8,8,,-42.4242,1.2317
英雄,,2010,4,TV,26,640517,6,23685,2011-1-6 01:33,2,11,16,3,4,,11.1111,1.0214
会长是女仆大人,,2010,4,TV,26,640516,9,28143,2011-1-6 01:33,15,53,24,7,8,,56.0748,1.0517
棒球大联盟 第6季,,2010,4,TV,25,640514,0,22168,2011-1-6 01:32,4,1,5,1,0,,72.7273,1.0523
逆转监督,,2010,4,TV,26,640513,9,26359,2011-1-6 01:32,26,21,3,3,0,,132.0755,0.8190
无法逃离的背叛,,2010,4,TV,24,640512,0,23084,2011-1-6 01:32,0,0,5,4,4,,-92.3077,0.8285
轻音 第二季,,2010,4,TV,26,640511,50,48834,2011-1-6 01:31,249,91,57,27,75,,82.5651,1.4670
迷途猫OVER RUNMayoi Neko Overrun,,2010,4,TV,13,590154,25,27602,2010-7-8 00:35,10,42,72,17,9,,18.0000,0.9315
钢之炼金术师FA,,2009,4,TV,64,590153,74,67953,2010-7-8 00:34,709,71,27,6,31,,168.3649,0.8739
圣痕炼金士,,2010,1,TV,24,590152,18,28559,2010-7-8 00:33,24,33,59,11,13,,31.4286,1.1281
无头骑士异闻录 DuRaRaRa!!,,2010,1,TV,24,590151,65,55099,2010-7-8 00:33,312,173,63,22,27,,120.7705,1.0674
四叠半神话大系,,2010,4,TV,11,590150,96,93208,2010-7-8 00:33,805,104,24,12,19,,172.6141,0.7482
江户盗贼团 五叶,,2010,4,TV,12,590148,15,28457,2010-7-8 00:32,80,28,2,1,1,,165.1786,0.6507
闪光的夜袭,,2010,4,TV,13,590147,7,25609,2010-7-8 00:31,7,15,19,4,12,,1.7544,1.2909
亲吻姐姐,,2010,4,TV,12,590146,20,32612,2010-7-8 00:31,23,33,67,12,17,,21.7105,1.1409
迷糊餐厅,,2010,4,TV,13,590145,49,38676,2010-7-8 00:31,257,81,26,9,9,,148.6911,0.9000
薄樱鬼,,2010,4,TV,12,590143,7,25832,2010-7-8 00:30,1,21,18,14,10,,-17.1875,1.0976
最后大魔王,,2010,4,TV,12,590142,19,27832,2010-7-8 00:30,6,15,87,12,18,,-15.2174,0.9317
Angel Beats!,,2010,4,TV,13,590141,116,82402,2010-7-8 00:30,114,247,216,102,288,,-20.9928,1.4070
王牌投手振臂高挥~夏季大会篇~,,2010,4,TV,13,590140,18,32482,2010-7-8 00:29,129,14,2,2,3,,176.0000,0.7274
B型H系,,2010,4,TV,12,590139,25,29491,2010-7-8 00:29,24,58,40,15,12,,44.9664,1.1199
真·恋姫↑无双～乙女大乱～,,2010,4,TV,12,590138,5,23922,2010-7-8 00:29,5,24,4,1,5,,58.9744,1.1484
一骑当千 XTREME XECUTOR,,2010,4,TV,12,590137,4,24056,2010-7-8 00:28,0,1,13,1,7,,-63.6364,0.9791
笨蛋 测验 召唤兽,,2010,1,TV,13,568276,26,30708,2010-4-25 04:10,50,140,59,12,8,,78.8104,0.8980
元素猎人,,2009,7,TV,39,568275,2,23213,2010-4-25 04:09,0,0,3,1,1,,-60.0000,0.8000
交响情人梦 最终乐章,,2010,1,TV,11,568274,11,27485,2010-4-25 04:08,35,41,2,1,0,,139.2405,0.6042
花丸幼稚园,,2010,1,TV,12,568273,22,28960,2010-4-25 04:06,103,68,15,7,4,,131.4721,0.9082
大神隐,,2010,1,TV,12,568272,10,25509,2010-4-25 04:05,0,5,13,10,5,,-45.4545,0.9241
向阳素描X三星,,2010,1,TV,12,568271,12,26899,2010-4-25 04:04,66,12,4,1,3,,159.3023,0.9071
吸血鬼同盟,,2010,1,TV,12,568270,13,25604,2010-4-25 04:03,8,34,26,22,9,,10.1010,1.1146
守护猫娘绯鞠,,2010,1,TV,12,568269,11,30466,2010-4-25 04:02,3,15,37,9,7,,-2.8169,0.9490
大小姐×执事!,,2010,1,TV,12,568268,11,34949,2010-4-25 04:01,2,23,19,2,2,,43.7500,0.8141
空之音,,2010,1,TV,12,568267,24,29781,2010-4-25 04:00,22,71,28,27,6,,49.3506,1.0583
青春CUP,,2010,1,TV,12,568266,4,24854,2010-4-25 04:00,2,2,17,6,11,,-57.8947,1.1152
天使特警2,,2009,10,TV,24,568265,1,22127,2010-4-25 03:58,1,0,4,4,9,,-111.1111,1.0999
好想告诉你,,2009,10,TV,25,568264,11,30332,2010-4-25 03:57,85,37,7,6,3,,141.3043,0.9304
小鸠,,2009,10,TV,24,568263,10,25879,2010-4-25 03:55,9,22,21,9,3,,39.0625,1.0401
犬夜叉 完结篇,,2009,10,TV,26,568262,11,27028,2010-4-25 03:54,7,27,25,1,2,,58.0645,0.8337
天体战士 第二季,,2009,10,TV,26,568261,14,29436,2010-4-25 03:51,104,13,2,2,2,,174.7967,0.7167
信蜂,,2009,10,TV,25,568260,7,23970,2010-4-25 03:49,1,18,17,1,2,,38.4615,0.8043
守护甜心,,2007,10,TV,127,568259,1,24528,2010-4-25 03:48,2,9,4,0,2,,52.9412,1.0910
科学的超电磁炮,,2009,10,TV,24,568258,53,44674,2010-4-25 03:46,120,237,82,16,15,,91.7021,0.9199
战斗司书,,2009,10,TV,27,568256,10,28765,2010-4-25 03:45,36,43,7,8,2,,107.2917,0.9815
天国少女,,2009,4,TV,39,568253,1,22110,2010-4-25 03:38,0,2,2,1,0,,20.0000,0.7483
四叶游戏,,2009,4,TV,50,568252,18,31581,2010-4-25 03:37,114,30,3,1,1,,171.1409,0.6053
胡子小鸡,,2009,4,TV,39,568251,2,22555,2010-4-25 03:35,7,5,2,1,1,,100.0000,1.1726
玛丽与伽利,,2009,3,TV,40,568250,1,23215,2010-4-25 03:31,2,5,1,0,0,,112.5000,0.5995
轻声密语,,2009,10,TV,13,539471,15,27661,2010-1-14 17:08,40,25,13,1,1,,127.5000,0.8657
奇迹列车-欢迎来到大江户线,,2009,10,TV,13,539470,2,23931,2010-1-14 17:07,0,2,5,1,3,,-45.4545,1.0757
夏之岚春夏冬中,,2009,10,TV,13,539469,15,26297,2010-1-14 17:06,59,40,10,2,2,,134.5133,0.8495
天降之物,,2009,10,TV,13,539467,30,34241,2010-1-14 17:05,138,88,20,10,9,,126.7925,0.9905
你好安妮,,2009,4,TV,39,539465,2,22050,2010-1-14 17:04,4,1,1,0,0,,150.0000,0.7638
青色文学系列,,2009,10,TV,12,539464,16,30003,2010-1-14 17:03,64,49,5,4,5,,128.3465,0.9712
兽之奏者艾琳,,2009,1,TV,50,539460,10,26557,2010-1-14 16:58,27,11,1,2,0,,153.6585,0.7682
空中秋千,,2009,10,TV,11,539459,7,28210,2010-1-14 16:57,46,16,2,4,1,,147.8261,0.9106
DARKER THAN BLACK 流星之双子,,2009,10,TV,13,539458,42,37536,2010-1-14 16:55,67,181,49,15,8,,88.7500,0.8731
机巧魔神 第二季,,2009,10,TV,13,539457,11,24787,2010-1-14 16:54,2,22,11,4,5,,27.2727,1.0737
白色相册 第二季,,2009,10,TV,13,539456,17,31518,2010-1-14 16:51,78,32,14,4,6,,128.3582,1.0623
海猫鸣泣之时,,2009,7,TV,26,539452,24,30266,2010-1-14 16:44,14,19,70,32,92,,-74.4493,1.2403
11 Eyes~罪与罚与救赎的少女,,2009,10,TV,12,539451,7,25559,2010-1-14 16:43,3,7,22,7,35,,-86.4865,1.2228
乃木坂春香的秘密Purezza,,2009,10,TV,12,539450,4,25035,2010-1-14 16:41,0,2,16,6,29,,-116.9811,0.9855
真恋姬无双,,2009,10,TV,12,539449,3,23523,2010-1-14 16:39,4,9,13,2,8,,-2.7778,1.2799
圣剑锻造师,,2009,10,TV,12,539448,12,26481,2010-1-14 16:38,1,11,47,11,11,,-24.6914,0.8962
学生会的一己之见,,2009,10,TV,12,539447,30,33167,2010-1-14 16:37,84,134,61,14,14,,84.6906,1.0206
猫愿三角恋,,2009,10,TV,12,539446,22,28121,2010-1-14 16:36,16,106,21,1,1,,93.1034,0.5832
肯普法,,2009,10,TV,12,539443,26,30322,2010-1-14 16:34,16,55,84,14,33,,3.4653,1.1448
死刑判决,,2009,7,TV,24,539442,12,25271,2010-1-14 16:32,5,43,4,1,7,,63.3333,1.0641
女王之刃 王位的继承者,,2009,10,TV,12,539441,14,26271,2010-1-14 16:30,15,51,24,1,9,,62.0000,1.0467
夏娃的时间,,2008,8,WEB,6,514342,20,32510,2009-10-11 18:11,188,68,11,1,1,,163.9405,0.6158
旋风管家第二季,,2009,4,TV,25,514341,18,28393,2009-10-11 18:10,34,73,15,1,4,,103.9370,0.8362
简单易懂的现代魔法,,2009,7,TV,12,514339,9,25277,2009-10-11 18:09,6,12,30,6,4,,17.2414,0.9850
东京里氏 8.0,,2009,7,TV,11,514337,18,29333,2009-10-11 18:08,65,60,27,16,2,,100.0000,1.0117
狼与香辛料2,,2009,7,TV,12,514336,27,32772,2009-10-11 18:07,59,106,31,5,1,,107.4257,0.7639
浪漫追星社,,2009,7,TV,12,514334,17,26707,2009-10-11 18:04,22,38,14,5,3,,86.5854,0.9971
GA艺术科美术设计班,,2009,7,TV,12,514328,16,30080,2009-10-11 17:54,115,20,3,2,2,,171.8310,0.7058
加奈日记,,2009,7,TV,13,514326,12,26242,2009-10-11 17:49,12,35,24,5,1,,67.5325,0.8595
公主恋人,,2009,7,TV,12,514325,25,30852,2009-10-11 17:45,8,27,71,20,11,,0.7299,0.9475
忏·再见绝望老师,,2009,7,TV,13,514324,6,27589,2009-10-11 17:44,52,59,10,5,3,,117.8295,0.9018
CANAAN,,2009,7,TV,13,514323,39,33767,2009-10-11 17:43,21,104,79,30,17,,32.6693,1.0162
大正棒球少女,,2009,7,TV,12,514317,20,28354,2009-10-11 17:34,60,33,2,7,5,,127.1028,1.0901
青花,,2009,7,TV,11,514315,29,33763,2009-10-11 17:27,122,35,8,4,3,,156.3953,0.8293
魔力充电娘,,2009,6,TV,12,514313,7,25339,2009-10-11 17:26,0,12,21,4,7,,-13.6364,0.9907
海物语～有你陪伴～,,2009,6,TV,12,514310,11,27036,2009-10-11 17:25,7,22,12,6,6,,33.9623,1.1807
苍天航路,,2009,4,TV,26,514309,5,23465,2009-10-11 17:23,2,7,6,4,8,,-33.3333,1.3333
神幻拍档,,2009,4,TV,25,514308,4,24173,2009-10-11 17:23,3,3,13,4,6,,-24.1379,1.1935
天才麻将少女,,2009,4,TV,25,514306,48,46299,2009-10-11 17:22,276,110,26,9,16,,142.1053,0.9621
花冠之泪,,2009,4,TV,26,514305,11,25825,2009-10-11 17:20,0,24,26,6,4,,16.6667,0.8596
香格里.拉,,2009,4,TV,26,514304,9,25714,2009-10-11 17:19,8,7,21,4,21,,-37.7049,1.3928
豹头王传说,,2009,4,TV,26,514303,6,24863,2009-10-11 17:18,18,27,4,2,0,,119.6078,0.7415
战场的女武神,,2009,4,TV,26,514302,25,28659,2009-10-11 17:11,2,34,68,17,20,,-13.4752,0.9837
真魔神 冲击!Z篇,,2009,4,TV,26,514301,14,27767,2009-10-11 17:10,32,18,3,3,1,,135.0877,0.9270
阿拉德战记,,2009,4,TV,26,514300,4,24687,2009-10-11 17:09,1,6,7,2,23,,-102.5641,1.2707
Phantom ～Requiem for the Phantom～,,2009,4,TV,26,514299,31,31592,2009-10-11 17:08,33,85,33,10,17,,60.1124,1.1384
潘多拉之心,,2009,4,TV,25,514298,19,28312,2009-10-11 17:06,10,63,10,10,3,,69.7917,0.9028
飞篮扣杀,,2009,4,TV,26,514296,14,25295,2009-10-11 17:04,10,39,8,6,2,,75.3846,0.9287
凉宫春日的忧郁2009,,2009,4,TV,28,514290,62,64087,2009-10-11 16:51,287,158,56,14,98,,85.1550,1.4379
ライブオン CARDLIVER 翔,,2008,10,TV,51,514288,0,22794,2009-10-11 16:49,0,0,1,0,1,,-100.0000,1.0000
小双侠,,2008,1,TV,60,514286,0,23080,2009-10-11 16:43,2,3,0,0,0,,140.0000,0.4899
钢壳都市雷吉欧斯,,2009,1,TV,24,484277,20,31840,2009-7-5 17:23,6,24,41,7,12,,5.5556,1.0683
棒球大联盟 第5季,,2009,1,TV,26,484272,3,22893,2009-7-5 17:15,0,1,9,1,0,,0.0000,0.4264
黑神,,2009,1,TV,26,484270,19,30141,2009-7-5 17:13,2,5,13,17,38,,-112.0000,1.0827
第一神拳 新挑战者,,2009,1,TV,26,484269,3,23137,2009-7-5 17:11,6,3,2,0,0,,136.3636,0.7714
穿越宇宙的少女,,2009,1,TV,26,484268,25,29140,2009-7-5 17:07,2,18,46,9,32,,-47.6636,1.1385
Candy boy,,2008,5,WEB,7,484267,30,31933,2009-7-5 17:06,103,30,12,2,1,,156.7568,0.7548
初恋限定,,2009,4,TV,12,484266,27,29222,2009-7-5 17:04,34,78,24,2,4,,95.7746,0.8465
东之伊甸,,2009,4,TV,11,484264,67,51950,2009-7-5 16:59,312,177,53,18,22,,126.9759,1.0091
天堂餐馆,,2009,4,TV,11,484263,8,25162,2009-7-5 16:57,10,35,4,3,1,,94.3396,0.8107
夏之岚,,2009,4,TV,13,484261,22,31021,2009-7-5 16:54,108,58,19,6,2,,136.7876,0.8604
游魂,,2009,4,TV,12,484260,12,25297,2009-7-5 16:52,0,7,26,8,7,,-31.2500,0.8934
神曲奏界 深红,,2009,4,TV,12,484259,10,24430,2009-7-5 16:50,0,5,21,4,11,,-51.2195,1.0151
轻音,,2009,4,TV,13,484258,82,66653,2009-7-5 16:48,311,279,102,32,75,,89.9875,1.2296
机巧魔神,,2009,4,TV,13,484256,11,25859,2009-7-5 16:46,4,24,26,7,9,,10.0000,1.0843
女王之刃流浪的战士,,2009,4,TV,12,484254,21,28908,2009-7-5 16:42,77,40,31,8,10,,100.0000,1.1771
战国BASARA,,2009,4,TV,12,484252,22,27916,2009-7-5 16:34,34,63,28,11,13,,63.0872,1.1664
Nyoron～微软给广告费屋学姐,,2009,2,WEB,13,484249,16,27577,2009-7-5 16:33,29,47,20,15,5,,68.9655,1.1096
小凉宫的忧郁,,2009,2,WEB,25,484247,41,40375,2009-7-5 16:29,222,63,14,3,5,,160.9121,0.7638
铁腕巴迪 DECODE:02,,2009,1,TV,12,462111,13,28839,2009-4-26 19:39,74,28,4,0,1,,162.6168,0.6488
秀逗魔导士EVOLUTION-R,,2009,1,TV,13,456614,10,26825,2009-4-8 20:26,10,33,18,6,5,,51.3889,1.0540
地狱少女 三鼎,,2008,10,TV,26,456613,2,25452,2009-4-8 20:25,3,21,10,5,4,,32.5581,1.0723
空中杀手,,2008,8,MOV,1,455554,32,36424,2009-4-5 08:29,105,105,34,8,7,,113.1274,0.9414
尸姬 玄,,2009,1,TV,12,455551,4,27609,2009-4-5 08:20,3,14,27,4,4,,15.3846,0.9279
亡念的扎姆德,,2008,9,TV,26,455548,35,40347,2009-4-5 08:10,177,81,18,6,1,,150.8834,0.7394
源氏物语千年纪 Genji,,2009,1,TV,11,455546,7,25435,2009-4-5 08:00,6,8,12,11,1,,18.4211,1.0968
空を見上げる少女の瞳に映る世界,,2009,1,TV,9,455545,12,26463,2009-4-5 07:59,2,6,9,12,33,,-109.6774,1.1599
背骑少女,,2009,1,TV,12,455544,22,28315,2009-4-5 07:57,30,75,14,8,2,,95.3488,0.8524
龙之塔 第2季,,2009,1,TV,12,455541,29,31039,2009-4-5 07:55,18,109,85,8,13,,47.6395,0.8985
明日的与一,,2009,1,TV,12,455540,13,25800,2009-4-5 07:55,1,18,43,7,2,,12.6761,0.7107
毒蛇信条,,2009,1,TV,12,455539,3,24384,2009-4-5 07:54,1,7,10,3,1,,18.1818,0.8861
续 夏目友人帐,,2009,1,TV,13,455538,11,29362,2009-4-5 07:53,83,61,14,2,0,,140.6250,0.7009
南家三姐妹~欢迎回来,,2009,1,TV,13,455537,20,29562,2009-4-5 07:52,67,92,16,10,2,,113.3690,0.8580
玛丽亚狂热,,2009,1,TV,12,455454,34,40018,2009-4-4 21:30,288,67,18,8,9,,158.2051,0.8577
白色相簿,,2009,1,TV,13,455453,24,36385,2009-4-4 21:29,76,83,21,1,8,,115.3439,0.9444
空罐少女,,2009,1,TV,12,455450,15,27047,2009-4-4 21:20,4,10,35,18,33,,-66.0000,1.1508
圣母在上 第4季,,2009,1,TV,13,455448,11,27606,2009-4-4 21:18,49,24,2,5,1,,141.9753,0.9008
道子与哈金,,2008,10,TV,22,455447,19,32223,2009-4-4 21:17,65,46,6,6,4,,127.5591,0.9775
铁达尼亚,,2008,10,TV,26,455446,10,25384,2009-4-4 21:16,4,8,24,3,9,,-10.4167,1.1409
超智游戏,,2008,10,TV,25,455445,20,31658,2009-4-4 21:14,111,17,2,3,6,,161.1511,0.9559
华丽的挑战,,2008,10,TV,25,455405,20,29822,2009-4-4 18:52,49,25,4,4,3,,132.9412,1.0104
机动战士高达00 第二季,,2008,10,TV,25,455404,51,48654,2009-4-4 18:50,128,270,67,16,50,,77.2128,1.1328
魔法禁书目录,,2008,10,TV,24,455402,45,43251,2009-4-4 18:47,19,118,139,55,68,,-8.7719,1.1393
武装机甲,,2008,10,TV,24,455400,17,28729,2009-4-4 18:44,29,38,44,15,6,,52.2727,1.0904
天体战士,,2008,10,TV,26,455399,36,39324,2009-4-4 18:42,249,29,5,7,5,,172.8814,0.7598
深渊传说,,2008,10,TV,26,455397,9,26949,2009-4-4 18:41,5,35,51,10,9,,15.4545,0.9457
CLANNAD ～AFTER STORY～,,2008,10,TV,24,455396,79,76646,2009-4-4 18:39,795,88,36,27,53,,154.6547,1.0577
黑执事,,2008,10,TV,24,455395,7,28730,2009-4-4 18:37,7,37,16,18,12,,10.0000,1.2023
再造人卡辛,,2008,10,TV,24,455393,15,32185,2009-4-4 18:35,85,23,6,4,4,,148.3607,0.9686
龙与虎,,2008,10,TV,25,455392,70,72930,2009-4-4 18:31,572,172,51,16,31,,147.0309,0.9623
噬魂师,,2008,4,TV,51,455391,27,34432,2009-4-4 18:29,119,85,16,6,3,,135.8079,0.8270
楚楚可憐超能少女組,,2008,4,TV,51,455390,10,32374,2009-4-4 18:26,45,21,5,8,0,,130.3797,0.9725
茜色坡道,,2008,10,TV,12,436211,10,27002,2009-2-6 12:05,4,16,47,13,10,,-10.0000,0.9667
波菲拉斯的漫长旅程,,2008,1,TV,52,430802,1,22767,2009-1-18 23:13,0,4,0,0,0,,100.0000,0.0000
超能力少女 兰(心灵感应少女),,2008,6,TV,26,430800,2,22859,2009-1-18 23:12,0,2,2,2,0,,0.0000,0.8165
全力兔子,,2008,1,TV,52,430799,3,23307,2009-1-18 23:11,3,8,5,1,0,,76.4706,0.8065
夜樱四重奏,,2008,10,TV,12,430798,9,26053,2009-1-18 23:10,3,14,17,8,11,,-18.8679,1.1984
十字架与吸血鬼 CAPU2,,2008,10,TV,13,430797,6,25496,2009-1-18 23:08,7,4,21,8,8,,-12.5000,1.2183
魍魉之匣,,2008,10,TV,13,430792,46,38181,2009-1-18 22:40,140,63,16,9,7,,136.1702,0.9769
伯爵与妖精,,2008,10,TV,12,430791,2,27510,2009-1-18 22:40,3,7,10,2,2,,29.1667,1.0598
钢铁新娘,,2008,10,TV,12,430789,14,26777,2009-1-18 22:39,21,44,16,3,3,,88.5057,0.9276
悠久之翼 第二季,,2008,10,TV,12,430788,12,32352,2009-1-18 22:39,94,72,20,2,8,,123.4694,0.9668
美肌一族,,2008,10,TV,12,430787,2,23391,2009-1-18 22:38,6,1,5,1,5,,11.1111,1.5947
吸血鬼骑士,,2008,10,TV,13,430786,2,25878,2009-1-18 22:37,1,14,25,0,9,,-4.0816,1.0490
黑冢,,2008,10,TV,12,429156,10,34207,2009-1-13 08:55,6,18,36,9,1,,27.1429,0.8438
北斗神拳 拉奥外传 激斗之章,,2008,10,TV,13,427211,11,26860,2009-1-5 18:49,2,9,9,8,17,,-64.4444,1.2851
魔法学园MA,,2008,10,TV,12,427210,8,25617,2009-1-5 18:47,16,37,15,3,4,,77.3333,1.0010
CHAOS;HEAD,,2008,10,TV,12,427208,30,30764,2009-1-5 18:47,6,30,86,19,19,,-9.3750,0.9604
白虎,,2008,10,TV,13,427207,16,28909,2009-1-5 18:46,55,40,12,10,1,,116.9492,0.9769
尸姬 赫,,2008,10,TV,13,427206,17,26911,2009-1-5 18:45,3,25,37,3,15,,-2.4096,1.0974
交响情人梦 巴黎篇,,2008,10,TV,11,427205,13,28645,2009-1-5 18:43,20,60,12,1,1,,103.1915,0.6912
无限之住人,,2008,7,TV,13,427204,10,27475,2009-1-5 18:42,3,17,29,7,2,,20.6897,0.8461
今天的5年2班,,2008,10,TV,13,427203,13,28829,2009-1-5 18:42,20,36,4,1,19,,46.2500,1.4828
食灵,,2008,10,TV,12,427199,98,83918,2009-1-5 18:40,578,174,28,10,13,,161.1457,0.7591
夜之曲,,2007,10,MOV,1,417148,0,22722,2008-11-9 22:17,0,2,1,0,0,,66.6667,0.4714
风云决,,2008,7,MOV,1,417145,4,25160,2008-11-9 22:06,3,14,11,0,3,,45.1613,1.0109
河童之夏,,2007,7,MOV,1,417139,4,26572,2008-11-9 21:56,27,24,5,3,2,,116.3934,0.9947
秒速5厘米,,2007,3,MOV,1,417136,86,66157,2008-11-9 21:50,581,151,41,38,20,,148.6161,0.9548
哆啦A梦 大雄和绿巨人传,,2007,12,MOV,25,417135,6,25012,2008-11-9 21:43,1,22,4,0,1,,78.5714,0.6739
福音战士新剧场版:序,,2007,9,MOV,1,417130,32,45102,2008-11-9 21:34,532,99,26,5,14,,167.1598,0.7684
死神剧场版2 钻石星尘的反叛!另一个冰轮丸,,2007,12,MOV,2,417127,0,25112,2008-11-9 21:26,0,5,25,7,16,,-64.1509,1.0112
高地人 复仇之旅,,2007,5,MOV,1,416711,3,24549,2008-11-8 12:03,7,13,6,0,0,,103.8462,0.7061
名侦探柯南 战栗的乐谱,,2008,4,MOV,12,409581,40,34076,2008-10-16 22:23,12,52,111,15,20,,10.0000,0.9584
新安琪莉可 深淵 第二季,,2008,7,TV,13,406715,0,23070,2008-10-7 11:56,1,1,1,2,4,,-77.7778,1.3966
隐王,,2008,4,TV,26,406710,5,25912,2008-10-7 11:47,2,5,22,11,7,,-34.0426,0.9952
S・A 特优生,,2008,4,TV,24,406707,7,25819,2008-10-7 11:42,2,11,25,6,14,,-32.7586,1.1354
我家有个狐仙大人,,2008,4,TV,24,406698,22,31649,2008-10-7 11:32,102,75,31,9,12,,107.4236,1.0973
零之使魔 三美姬的輪舞,,2008,7,TV,12,406562,10,27721,2008-10-6 20:12,4,32,45,18,9,,3.7037,0.9711
二十面相少女,,2008,4,TV,22,406558,10,27558,2008-10-6 20:03,7,14,21,5,5,,25.0000,1.1072
BLASSREITER,,2008,4,TV,24,406465,39,37626,2008-10-6 12:47,166,87,17,9,10,,134.9481,0.9732
藥師寺涼子的怪奇事件簿,,2008,7,TV,13,406460,11,26940,2008-10-6 12:39,4,64,35,17,9,,28.6822,0.9740
恶作剧之吻,,2008,4,TV,25,406456,3,24014,2008-10-6 12:30,3,4,7,7,3,,-12.5000,1.2011
Code Geass反逆的鲁路修R2,,2008,4,TV,25,406215,82,73154,2008-10-5 15:14,593,297,105,31,90,,113.9785,1.2012
出包王女,,2008,4,TV,26,406212,14,31455,2008-10-5 15:04,19,36,78,17,9,,24.5283,0.9887
乃木坂春香的秘密,,2008,7,TV,12,406209,16,29394,2008-10-5 14:50,6,17,66,17,31,,-36.4964,1.0933
强袭魔女,,2008,7,TV,12,406206,21,32215,2008-10-5 14:41,115,59,34,6,4,,126.1468,0.9436
西洋古董洋果子店 Antique,,2008,7,TV,12,406204,5,27123,2008-10-5 14:31,6,18,8,12,7,,7.8431,1.2656
艾莉森与莉莉亚,,2008,4,TV,26,406180,11,26503,2008-10-5 13:14,3,10,21,9,9,,-21.1538,1.1152
魔法使的条件～夏之空,,2008,7,TV,12,406176,19,29121,2008-10-5 12:59,13,32,8,9,11,,36.9863,1.3191
鹡鸰女神,,2008,7,TV,12,406170,7,26803,2008-10-5 12:45,3,42,36,12,13,,9.4340,1.0509
恋姬无双,,2008,7,TV,12,406157,13,27870,2008-10-5 12:06,12,42,47,8,12,,28.0992,1.0619
秘密～トップシークレット～,,2008,4,TV,26,406154,11,26643,2008-10-5 11:58,10,18,4,6,4,,57.1429,1.2563
致命紫罗兰044,,2008,7,TV,12,406152,4,23457,2008-10-5 11:52,1,3,1,3,9,,-94.1176,1.3491
驱魔少年,,2006,10,TV,103,406147,5,27421,2008-10-5 11:41,9,47,13,6,4,,64.5570,0.9552
电波少女 第二季 Mission-E,,2008,7,TV,12,406144,2,24327,2008-10-5 11:34,2,8,10,5,2,,11.1111,1.0304
RD潜脑调查室,,2008,4,TV,26,406139,11,27857,2008-10-5 11:28,15,33,3,7,7,,64.6154,1.2457
幻影少年,,2008,4,TV,24,406132,5,24632,2008-10-5 11:20,2,2,3,5,8,,-75.0000,1.3370
向阳素描×365,,2008,7,TV,13,406028,16,31022,2008-10-4 22:41,124,26,9,5,2,,159.6386,0.8212
毁灭世界的六人,,2008,7,TV,13,406021,31,31750,2008-10-4 22:13,13,90,59,13,11,,43.5484,0.9382
